			*****	 Retransmission Attempts	*****


Time (sec)	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10	Node 11	Node 12	Node 13	Node 14	Node 15	Node 16	Node 17	Node 18	Node 19	Node 20	
1.1		0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.1		0.0	0.0	2147483.8	0.0	2147483.8	2147483.8	2147483.8	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	
1.2		2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	2147483.8	2147483.8	2147483.8	0.0	2147483.8	2147483.8	0.0	2147483.8	0.0	
1.2		0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
1.2		0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	1.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	
1.3		2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	
1.3		0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.3		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2147483.8	
1.4		0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.4		2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	
1.4		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	
1.4		0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.5		2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	
1.5		2147483.8	2147483.8	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	
1.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	
1.6		0.0	0.0	2147483.8	2147483.8	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	1.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	
1.6		0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	
1.6		2147483.8	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	
1.6		2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	
1.7		0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	
1.7		0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	2147483.8	1.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	
1.7		0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.8		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	
1.8		2147483.8	2147483.8	0.0	0.0	2147483.8	2147483.8	2147483.8	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1.8		2147483.8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.9		0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1.9		0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
1.9		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	
1.9		0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	
2.0		2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	1.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	
2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	2147483.8	2147483.8	
2.0		0.0	0.0	0.0	0.0	1.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	2147483.8	2147483.8	0.0	0.0	0.0	
2.1		0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	
2.1		2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.1		0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	
2.2		0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	
2.2		0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	
2.2		0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	
2.3		0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	
2.3		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	
2.3		2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	
2.3		2147483.8	0.0	0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	
2.4		0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.4		0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	2147483.8	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	
2.4		2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2147483.8	2147483.8	
2.5		0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	
2.5		0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	
2.5		0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	1.0	2147483.8	0.0	
2.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
2.6		2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	
2.6		0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.6		2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	
2.7		0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	
2.7		0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	0.0	1.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	2147483.8	0.0	2147483.8	
2.7		0.0	2147483.8	2147483.8	0.0	2147483.8	2147483.8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.8		0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	2147483.8	0.0	
2.8		0.0	0.0	0.0	2147483.8	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	
2.8		2147483.8	2147483.8	2147483.8	1.0	0.0	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	0.0	
2.8		2147483.8	0.0	0.0	0.0	2147483.8	2147483.8	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	
2.9		0.0	0.0	0.0	0.0	0.0	2147483.8	2147483.8	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	2147483.8	0.0	
2.9		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.9		0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	0.0	
3.0		0.0	0.0	2147483.8	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	
3.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147483.8	0.0	0.0	0.0	0.0	2147483.8	0.0	2147483.8	2147483.8	
