			*****	 Total Packet Delay (msec) 	*****


Time (sec)	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10	Node 11	Node 12	Node 13	Node 14	Node 15	Node 16	Node 17	Node 18	Node 19	Node 20	
1.2		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.2		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1758.48	0.0	
1.2		0.0	0.0	0.0	0.0	0.0	0.0	0.0	789.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	709.46	0.0	
1.3		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1190.72	0.0	0.0	815.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.3		1915.6	0.0	0.0	0.0	0.0	0.0	1676.6	0.0	0.0	0.0	0.0	0.0	0.0	729.32	0.0	0.0	0.0	0.0	0.0	0.0	
1.3		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	932.58	0.0	0.0	0.0	0.0	
1.4		0.0	1066.46	0.0	0.0	0.0	1124.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.4		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	984.84	0.0	0.0	0.0	0.0	0.0	0.0	1258.36	0.0	0.0	
1.4		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1295.76	0.0	1008.86	0.0	0.0	0.0	
1.4		0.0	0.0	0.0	1276.3	0.0	0.0	0.0	0.0	1111.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	762.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	870.92	0.0	1797.66	
1.5		0.0	0.0	0.0	0.0	0.0	939.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1221.88	0.0	
1.6		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	654.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.6		0.0	0.0	0.0	0.0	1664.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.6		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1327.7	0.0	0.0	0.0	0.0	0.0	
1.6		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.7		0.0	0.0	0.0	1297.32	0.0	0.0	0.0	0.0	0.0	0.0	1198.64	0.0	0.0	1195.98	0.0	0.0	0.0	0.0	0.0	0.0	
1.7		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	697.24	0.0	0.0	0.0	0.0	0.0	0.0	
1.7		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632.34	0.0	0.0	0.0	0.0	0.0	0.0	
1.8		0.0	0.0	1415.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1125.86	0.0	0.0	
1.8		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2960.72	0.0	0.0	0.0	0.0	0.0	1486.84	0.0	0.0	0.0	0.0	
1.8		0.0	0.0	0.0	0.0	0.0	1265.5	0.0	0.0	0.0	0.0	0.0	945.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.9		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1620.32	0.0	0.0	0.0	0.0	0.0	0.0	1057.52	0.0	0.0	0.0	0.0	
1.9		0.0	0.0	0.0	0.0	0.0	0.0	1964.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	871.7	0.0	0.0	0.0	1682.06	
1.9		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1577.9	0.0	0.0	0.0	0.0	0.0	
1.9		0.0	0.0	0.0	0.0	1513.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1150.72	0.0	0.0	
2.0		0.0	0.0	0.0	0.0	0.0	0.0	1455.72	0.0	0.0	0.0	1389.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1902.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.0		0.0	0.0	0.0	0.0	1274.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1832.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.1		0.0	0.0	1437.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	911.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.1		0.0	0.0	1007.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.2		0.0	0.0	0.0	1878.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.2		0.0	2386.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.2		0.0	0.0	0.0	0.0	1349.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1450.44	0.0	0.0	0.0	0.0	
2.3		0.0	0.0	0.0	1431.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1500.94	0.0	0.0	0.0	0.0	0.0	0.0	
2.3		0.0	1609.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1869.52	
2.3		0.0	0.0	0.0	0.0	0.0	0.0	1835.06	0.0	0.0	0.0	0.0	0.0	3069.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.3		0.0	1492.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.4		0.0	0.0	0.0	0.0	0.0	0.0	1544.36	0.0	2131.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.4		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1283.46	0.0	0.0	0.0	0.0	
